x,y,L_track,R_track
-21.51200551,5.593515011,1.5,1.5
-20.81783786,5.503341475,1.5,1.5
-20.13315687,5.357698263,1.5,1.5
-19.45181726,5.197148157,1.5,1.5
-18.75371373,5.145655878,1.5,1.5
-18.07344933,4.980609378,1.5,1.5
-17.37753032,4.90513265,1.5,1.5
-16.69956333,4.730889261,1.5,1.5
-16.02466361,4.545119607,1.5,1.5
-15.33168918,4.446193164,1.5,1.5
-14.65531567,4.265863253,1.5,1.5
-13.9792566,4.084358051,1.5,1.5
-13.30554748,3.89431592,1.5,1.5
-12.63317101,3.699611321,1.5,1.5
-11.9597884,3.508415429,1.5,1.5
-11.28636662,3.317357573,1.5,1.5
-10.62075275,3.100659224,1.5,1.5
-9.941270023,2.932423601,1.5,1.5
-9.261578258,2.765034518,1.5,1.5
-8.589078493,2.570756198,1.5,1.5
-7.946294462,2.293576312,1.5,1.5
-7.27286411,2.102548667,1.5,1.5
-6.593047275,1.935668257,1.5,1.5
-5.913421209,1.768012626,1.5,1.5
-5.234714782,1.596672072,1.5,1.5
-4.560541294,1.408283889,1.5,1.5
-3.900864034,1.17413455,1.5,1.5
-3.221899455,1.003819841,1.5,1.5
-2.542583216,0.834913214,1.5,1.5
